"Company","Revenue_2021","Revenue%change_2021","Profits_in_millions_2021","Market_value_2021","Employees_2021","Revenue_2022","Revenue%change_2022","Profits_in_millions_2022","Market_value_2022","Employees_2022","Sector","City","State","Ceo_woman","lat","long"
"Ingersoll Rand","4910.2","1.003","-33.3","20607.4",15900,"5655.2","15.2","562.5","20541.2",16000,"Industrials","Davidson","NC","no","35.499261400000000","-80.848521800000000"
"Hologic","3776.4","0.121","1115.2","19164.9",5814,"5632.3","49.1","1871.5","19305.1",6705,"Health Care","Marlborough","MA","no","42.345927100000000","-71.552287400000000"
"Electronic Arts","5537","0.119","3039","38935.9",9800,"5629","1.7","837","35577.4",11000,"Media","Redwood City","CA","no","37.486323900000000","-122.232523000000000"
"Zebra Technologies","4448","-0.008","504","25941.3",8800,"5627","26.5","837","21959.1",9800,"Industrials","Lincolnshire","IL","no","42.190024900000000","-87.908403900000000"
"Coty","6737.9","-0.221","-1006.7","6908.8",18260,"5616.2","-16.6","-201.3","7540.6",11430,"Household Products","New York","NY","yes","40.712728100000000","-74.006015200000000"
"Schneider National","4552.8","-0.041","211.7","4461",15225,"5608.7","23.2","405.4","4551.6",17050,"Transportation","Green Bay","WI","no","44.512637900000000","-88.012579400000000"
"Sonoco Products","5237.4","-0.025","207.5","6367.8",20000,"5590.4","6.7","-85.5","6099.1",20500,"Materials","Hartsville","SC","no","34.374043100000000","-80.073400500000000"
"Evergy","4913.4","-0.046","618.3","13512.9",5133,"5586.7","13.7","879.7","15512.7",4930,"Energy","Kansas City","MO","no","39.100105000000000","-94.578141600000000"
"Cornerstone Building Brands","4617.4","-0.056","-482.8","1757.4",20230,"5583.1","20.9","665.9","3088.7",21700,"Materials","Cary","NC","yes","35.788289300000000","-78.781208100000000"
"Coca-Cola Consolidated","5007.4","0.037","172.5","2706.9",14900,"5562.7","11.1","189.6","4657.3",15050,"Food, Beverages & Tobacco","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"Greif","4515","-0.017","108.8","2771.7",16000,"5556.1","23.1","390.7","3134",16000,"Materials","Delaware","OH","no","40.298672400000000","-83.067965000000000"
"Vulcan Materials","4856.8","-0.015","584.5","22387",8847,"5552.2","14.3","670.8","24412.7",11912,"Materials","Birmingham","AL","no","33.520682400000000","-86.802432600000000"
"Ametek","4540","-0.12","872.4","29480.1",16500,"5546.5","22.2","990.1","30787.3",18500,"Technology","Berwyn","PA","no","40.044830600000000","-75.438805300000000"
"Monster Beverage","4598.6","0.095","1409.6","48108",3340,"5541.4","20.5","1377.5","42295.8",3775,"Food, Beverages & Tobacco","Corona","CA","no","33.875294500000000","-117.566444900000000"
"Sealed Air","4903.2","0.023","502.9","7098.4",16500,"5533.8","12.9","506.8","9920.7",16500,"Materials","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"NOV","6090","-0.282","-2542","5326.3",27631,"5524","-9.3","-250","7700.2",27043,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Las Vegas Sands","3612","-0.737","-1685","46412.4",46000,"5505","52.4","-961","29696.4",44600,"Hotels, Restaurants & Leisure","Las Vegas","NV","no","36.167255900000000","-115.148516000000000"
"Martin Marietta Materials","4729.9","-0.002","721","20917.1",8700,"5493.2","16.1","702.5","24015.1",10000,"Materials","Raleigh","NC","no","35.780397700000000","-78.639098900000000"
"Marathon Oil","3086","-0.405","-1451","8427.3",1672,"5467","77.2","946","18349.5",1531,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Mattel","4583.7","0.018","126.6","6935.5",32100,"5457.7","19.1","903","7823.3",36300,"Household Products","El Segundo","CA","no","33.917028000000000","-118.415633700000000"
"Microchip Technology","5274.2","-0.014","570.6","41794.8",18000,"5438.4","3.1","349.4","41777.1",19500,"Technology","Chandler","AZ","no","33.306203100000000","-111.841185100000000"
"Harley-Davidson","4054.4","-0.244","1.3","6147.9",5150,"5336.3","31.6","650","6062.9",5800,"Transportation","Milwaukee","WI","no","43.034993100000000","-87.922497000000000"
"Telephone & Data Systems","5225","0.009","226","2625.8",9200,"5329","2","156","2163.4",8800,"Telecommunications","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"ADT","5314.8","0.037","-632.2","6893.6",20500,"5307.1","-0.1","-340.8","6843",25000,"Business Services","Boca Raton","FL","no","26.358688500000000","-80.083098400000000"
"First Republic Bank","4506.9","0.084","1064.2","29390",5483,"5305","17.7","1478","29113.6",6295,"Financials","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Warner Music Group","4463","-0.003","-475","17657.7",5500,"5301","18.8","304","19485.7",5900,"Media","New York","NY","no","40.712728100000000","-74.006015200000000"
"Pool","3936.6","0.23","366.7","13863.5",4750,"5295.6","34.5","650.6","16967.1",5650,"Wholesalers","Covington","LA","no","30.475352500000000","-90.101047400000000"
"Old Dominion Freight Line","4015.1","-0.023","672.7","28112.9",19779,"5256.3","30.9","1034.4","34307.5",23663,"Transportation","Thomasville","NC","no","35.883178600000000","-80.081817000000000"
"Fortive","4634.4","-0.367","1613.3","23881.5",17000,"5254.7","13.4","608.4","21877.9",18000,"Industrials","Everett","WA","no","47.979343700000000","-122.212701100000000"
"MDC Holdings","3901.2","0.185","367.6","4160.3",1773,"5254.7","34.7","573.7","2692.7",2080,"Engineering & Construction","Denver","CO","no","39.739236400000000","-104.984862000000000"
"NGL Energy Partners","19770.9","-0.179","-397","263.5",1400,"5243.2","-73.5","-639.8","288.6",997,"Energy","Tulsa","OK","no","36.156312200000000","-95.992751600000000"
"Edwards Lifesciences","4386.3","0.009","823.4","52027.1",14900,"5232.5","19.3","1503.1","73141.4",15700,"Health Care","Irvine","CA","no","33.685696900000000","-117.825981900000000"
"Hanover Insurance Group","4827.3","-0.014","358.7","4709.8",4300,"5227.8","8.3","418.7","5317.9",4400,"Financials","Worcester","MA","no","42.262562100000000","-71.801887700000000"
"Syneos Health","4415.8","-0.056","192.8","7905.1",24386,"5213","18.1","234.8","8436.7",27443,"Health Care","Morrisville","NC","yes","35.824341000000000","-78.830032100000000"
"Xylem","4876","-0.071","254","18932.7",16150,"5195","6.5","427","15354.7",16700,"Industrials","Washington","DC","no","38.895036800000000","-77.036542700000000"
"Church & Dwight","4895.8","0.123","785.9","21408.4",5100,"5190.1","6","827.5","24119.1",5100,"Household Products","Ewing","NJ","no","40.268810500000000","-74.800689500000000"
"American Axle & Manufacturing","4710.8","-0.279","-561.3","1100.4",20000,"5156.6","9.5","5.9","888.3",18000,"Motor Vehicles & Parts","Detroit","MI","no","42.331550900000000","-83.046640300000000"
"Meritage Homes","4501.2","0.228","423.5","3448.1",1570,"5141.3","14.2","737.4","2907.3",1773,"Engineering & Construction","Scottsdale","AZ","no","33.494218900000000","-111.926018000000000"
"Workday","4318","0.19","-282.4","60368.5",12500,"5138.8","19","29.4","60583.4",15200,"Technology","Pleasanton","CA","no","37.662431200000000","-121.874678900000000"
"Rush Enterprises","4735.9","-0.185","114.9","2685.6",6307,"5126.1","8.2","241.4","2788.5",7141,"Retailing","New Braunfels","TX","no","29.702826600000000","-98.125734800000000"
"Yellow","4513.7","-0.073","-53.5","449.9",30000,"5121.8","13.5","-109.1","360.3",32000,"Transportation","Nashville","TN","no","36.162276700000000","-86.774298400000000"
"Encompass Health","4644.4","0.009","284.2","8129.9",35536,"5121.6","10.3","412.2","7071.1",35681,"Health Care","Birmingham","AL","no","33.520682400000000","-86.802432600000000"
"Simon Property Group","4607.5","-0.199","1112.6","37338.1",2850,"5116.8","11.1","2249.6","43197.8",2850,"Financials","Indianapolis","IN","no","39.768333100000000","-86.158350200000000"
"Globe Life","4737.9","0.046","731.8","11203.5",3261,"5112.9","7.9","745","9977.3",3222,"Financials","McKinney","TX","no","33.197649600000000","-96.615447100000000"
"Skyworks Solutions","3355.7","-0.006","814.8","30290.4",10000,"5109.1","52.3","1498.3","21547.5",10945,"Technology","Irvine","CA","no","33.685696900000000","-117.825981900000000"
"Twitter","3716.3","0.074","-1135.6","50786.4",5500,"5077.5","36.6","-221.4","30976.8",7500,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Leggett & Platt","4280.2","-0.099","247.6","6070.9",20400,"5072.6","18.5","402.4","4659",20300,"Household Products","Carthage","MO","no","37.176514100000000","-94.310341200000000"
"Western Union","4835","-0.086","744.3","10133.3",11000,"5070.8","4.9","805.8","7374.7",10500,"Business Services","Denver","CO","no","39.739236400000000","-104.984862000000000"
"PerkinElmer","3782.7","0.312","727.9","14376.4",14000,"5067.2","34","943.2","22009.4",16700,"Health Care","Waltham","MA","no","42.375640100000000","-71.235800400000000"
"SS&C Technologies Holdings","4667.9","0.008","625.2","18005.2",24600,"5051","8.2","800","19235.1",24900,"Technology","Windsor","CT","no","41.852598400000000","-72.643702200000000"
"FMC","4642.1","-0.004","551.5","14325",6400,"5045.2","8.7","736.5","16563.8",6400,"Chemicals","Philadelphia","PA","no","39.952723700000000","-75.163526200000000"
"Carlisle","4245.2","-0.118","320.1","8670",12500,"5030","18.5","421.7","12804.5",11250,"Materials","Scottsdale","AZ","no","33.494218900000000","-111.926018000000000"
"American Eagle Outfitters","3759.1","-0.127","-209.3","4874.3",21750,"5010.8","33.3","419.6","2836.6",24000,"Retailing","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"Vertiv Holdings","4370.6","-0.014","-183.6","7028.8",20972,"4998.1","14.4","119.6","5263.9",24000,"Industrials","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Broadridge Financial Solutions","4529","0.038","462.5","17728.8",12000,"4993.7","10.3","547.5","18182.7",13704,"Business Services","Lake Success","NY","no","40.770657200000000","-73.717631200000000"
"Ingles Markets","4610.6","0.097","178.6","1245.3",18765,"4987.9","8.2","249.7","1691.4",18460,"Food & Drug Stores","Black Mountain","NC","no","35.617654400000000","-82.320579100000000"
"Insperity","4287","-0.006","138.2","3199.9",3600,"4973.1","16","124.1","3849.8",3600,"Business Services","Kingwood","TX","no","30.049707700000000","-95.184630100000000"
"Howmet Aerospace","5259","-0.629","261","13932",19700,"4972","-5.5","258","15055.4",19900,"Aerospace & Defense","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"Keysight Technologies","4221","-0.019","627","26684.5",13900,"4941","17.1","894","28746.6",14300,"Technology","Santa Rosa","CA","no","38.440492500000000","-122.714104900000000"
"Tempur Sealy International","3676.9","0.184","348.8","7376.6",9000,"4930.8","34.1","624.5","4997.7",12000,"Household Products","Lexington","KY","no","38.046406600000000","-84.497039300000000"
"Scotts Miracle-Gro","4131.6","0.309","387.4","13645.6",6866,"4925","19.2","512.5","6834.6",8050,"Chemicals","Marysville","OH","no","40.236448600000000","-83.367143200000000"
"Equifax","4127.5","0.177","520.1","22174.5",11400,"4923.9","19.3","744.2","29141.8",12700,"Business Services","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Kelly Services","4516","-0.157","-72","875.4",7100,"4909.7","8.7","156.1","856",7400,"Business Services","Troy","MI","no","42.605589300000000","-83.149930400000000"
"NiSource","4681.7","-0.101","-17.6","9447.7",7345,"4899.6","4.7","584.9","12891.2",7307,"Energy","Merrillville","IN","no","41.482814400000000","-87.332813900000000"
"DoorDash","2886","2.261","-461","42153.5",3886,"4888","69.4","-468","40830.3",8600,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Avient","3242.1","-0.033","131.6","4315.5",8400,"4818.8","48.6","230.8","4388.4",8700,"Chemicals","Avon Lake","OH","no","41.510033000000000","-82.018589500000000"
"Sanderson Farms","3564.3","0.036","28.3","3478.6",17445,"4799.7","34.7","455.1","4185.4",17662,"Food, Beverages & Tobacco","Laurel","MS","no","31.694050900000000","-89.130612400000000"
"TransDigm Group","5182","-0.061","699","32152.7",14200,"4798","-7.4","680","36135.8",13300,"Aerospace & Defense","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"Stifel Financial","3817.8","0.086","503.5","6724.6",8500,"4783.1","25.3","824.9","7226",8600,"Financials","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"JELD-WEN Holding","4235.7","-0.013","91.6","2770",23000,"4771.7","12.7","168.8","1826",24700,"Materials","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"Elanco Animal Health","3273.3","0.066","-560.1","13924",10200,"4765","45.6","-472","12345.4",9800,"Health Care","Greenfield","IN","no","39.785509600000000","-85.768197900000000"
"Prologis","4438.7","0.333","1481.8","78412.9",1945,"4759.4","7.2","2939.7","119524.5",2053,"Financials","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Welltower","4606","-0.101","978.8","29897.1",423,"4742.1","3","336.1","43001.5",464,"Financials","Toledo","OH","no","41.652914300000000","-83.537817300000000"
"Darling Ingredients","3571.9","0.062","296.8","12004.7",10000,"4741.4","32.7","650.9","12987.4",9900,"Food, Beverages & Tobacco","Irving","TX","no","32.829518300000000","-96.944217700000000"
"Gartner","4099.4","-0.034","266.7","16196.1",15600,"4734","15.5","793.6","24477.2",16600,"Technology","Stamford","CT","no","41.053430200000000","-73.538734100000000"
"Par Pacific Holdings","3124.9","-0.421","-409.1","843.7",1403,"4710.1","50.7","-81.3","783.3",1336,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Hubbell","4186","-0.088","351.2","10151.3",19100,"4703.5","12.4","399.5","9959.6",18300,"Industrials","Shelton","CT","no","41.316485600000000","-73.093164100000000"
"CME Group","4883.6","0.003","2105.2","73330",4370,"4689.7","-4","2636.4","85492.3",3480,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Nexstar Media Group","4501.3","0.481","811.4","6092.5",11749,"4648.4","3.3","834.6","7728.3",11817,"Media","Irving","TX","no","32.829518300000000","-96.944217700000000"
"Tutor Perini","5318.8","0.195","108.4","964.8",8700,"4641.8","-12.7","91.9","551.8",7800,"Engineering & Construction","Sylmar","CA","no","34.307625200000000","-118.449214800000000"
"Antero Resources","3491.7","-0.208","-1267.9","3072.1",522,"4619.4","32.3","-186.9","9608",519,"Energy","Denver","CO","no","39.739236400000000","-104.984862000000000"
"Teledyne Technologies","3086.2","-0.024","401.9","15314.3",10670,"4614.3","49.5","445.3","22102.9",14500,"Aerospace & Defense","Thousand Oaks","CA","no","34.170560900000000","-118.837593700000000"
"Snap-on","3942.2","-0.031","627","12561",12300,"4601.7","16.7","820.5","10976.1",12800,"Industrials","Kenosha","WI","no","42.584677300000000","-87.821226300000000"
"Rent-A-Center","2814.2","0.054","208.1","3137.5",14320,"4583.5","62.9","134.9","1486.9",14290,"Retailing","Plano","TX","no","33.013676400000000","-96.692509600000000"
"Crestwood Equity Partners","2254.3","-0.292","-56.1","2074.6",731,"4569","102.7","-78.5","2931.5",645,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Louisiana-Pacific","2788","0.207","499","5909",4500,"4553","63.3","1377","5344.1",4800,"Materials","Nashville","TN","no","36.162276700000000","-86.774298400000000"
"Urban Outfitters","3449.7","-0.134","1.2","3637.8",14250,"4548.8","31.9","310.6","2421.4",16330,"Retailing","Philadelphia","PA","no","39.952723700000000","-75.163526200000000"
"Amerco","3978.9","0.056","442","12011.7",22200,"4542","14.2","610.9","11704.7",22052,"Transportation","Reno","NV","no","39.526120600000000","-119.812658100000000"
"TriNet Group","4034","0.046","272","5144.6",2700,"4540","12.5","338","6482.5",2800,"Business Services","Dublin","CA","no","37.702152100000000","-121.935791800000000"
"Illumina","3239","-0.086","656","56034.4",8575,"4526","39.7","762","54855.8",10775,"Technology","San Diego","CA","no","32.717420200000000","-117.162772800000000"
"Iron Mountain","4147.3","-0.027","342.7","10674.5",24000,"4491.5","8.3","450.2","16059.5",25000,"Business Services","Boston","MA","no","42.355433400000000","-71.060511000000000"
"LCI Industries","2796.2","0.179","158.4","3328",12400,"4472.7","60","287.7","2624.5",13900,"Motor Vehicles & Parts","Elkhart","IN","no","41.681993500000000","-85.976667100000000"
"PennyMac Financial Services","4536","0.995","1646.9","4630.4",6632,"4450.2","-1.9","1003.5","2948.5",7208,"Financials","Westlake Village","CA","no","34.146023400000000","-118.806179400000000"
"Digital Realty Trust","3903.6","0.216","356.4","39593.1",2878,"4427.9","13.4","1709.3","40337.7",3030,"Financials","Austin","TX","no","30.271128600000000","-97.743699500000000"
"TreeHouse Foods","4570.5","-0.072","13.8","2921.2",10900,"4405.5","-3.6","-12.5","1800",10000,"Food, Beverages & Tobacco","Oak Brook","IL","no","41.832808500000000","-87.928950400000000"
"Ralph Lauren","6159.8","-0.024","384.3","9005.3",19300,"4400.8","-28.6","-121.1","8073.2",16200,"Apparel","New York","NY","no","40.712728100000000","-74.006015200000000"
"American National Group","3792.4","-0.068","467.5","2900.3",4600,"4391.8","15.8","699.3","5084.1",4545,"Financials","Galveston","TX","no","29.305699600000000","-94.793325200000000"
"Autodesk","3790.4","0.158","1208.2","60860",11500,"4386.4","15.7","497","46580",12600,"Technology","San Rafael","CA","no","37.974779500000000","-122.531668600000000"
"Domino's Pizza","4117.4","0.138","491.3","14270.4",10650,"4357.4","5.8","510.5","14665.9",10450,"Hotels, Restaurants & Leisure","Ann Arbor","MI","no","42.268156900000000","-83.731229100000000"
"ASGN","3950.6","0.007","200.3","5058.3",4200,"4333.8","9.7","409.9","6022.2",3900,"Business Services","Glen Allen","VA","no","37.665978100000000","-77.506374000000000"
"Flowers Foods","4388","0.064","152.3","5038.5",9200,"4330.8","-1.3","206.2","5438.6",8900,"Food, Beverages & Tobacco","Thomasville","GA","no","30.836581500000000","-83.978780800000000"
"BlueLinx Holdings","3097.3","0.174","80.9","371.1",2100,"4277.2","38.1","296.1","699.5",2045,"Wholesalers","Marietta","GA","no","33.952847200000000","-84.549614800000000"
"Palo Alto Networks","3408.4","0.175","-267","31318",8014,"4256.1","24.9","-498.9","61307.5",10473,"Technology","Santa Clara","CA","no","37.354113200000000","-121.955174000000000"
"Maximus","3461.5","0.199","214.5","5471.7",34300,"4254.5","22.9","291.2","4641.1",35800,"Technology","Reston","VA","no","38.958373700000000","-77.357980500000000"
"Dentsply Sirona","3342","-0.171","-83","13977.5",15000,"4251","27.2","421","10708",15000,"Health Care","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"Hub Group","3495.6","-0.047","73.6","2316.7",5000,"4232.4","21.1","171.5","2678.5",4700,"Transportation","Oak Brook","IL","no","41.832808500000000","-87.928950400000000"
"Voya Financial","9133","0.021","-206","7878.5",5970,"4230","-53.7","2126","7042.2",5970,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Weis Markets","4112.6","0.161","118.9","1520.3",24000,"4224.4","2.7","108.8","1921.1",24000,"Food & Drug Stores","Sunbury","PA","no","40.861975400000000","-76.793625200000000"
"Century Communities","3161.2","0.247","206.2","2033.3",1403,"4216.3","33.4","498.5","1783.2",1600,"Engineering & Construction","Greenwood Village","CO","no","39.617210100000000","-104.950814000000000"
"Synopsys","3685.3","0.097","664.3","37755",15036,"4204.2","14.1","757.5","51023.2",16361,"Technology","Mountain View","CA","no","49.133333000000000","-113.600000000000000"
"Brink's","3690.9","0.002","16","3939.5",75100,"4200.2","13.8","105.2","3234.4",73350,"Business Services","Richmond","VA","no","37.538508700000000","-77.434280000000000"
"Lennox International","3634.1","-0.045","356.3","11757.4",10300,"4194.1","15.4","464","9447.2",11000,"Industrials","Richardson","TX","no","32.948178900000000","-96.729720600000000"
"Service Corp. International","3511.5","0.087","515.9","8646.4",20319,"4143.1","18","802.9","10581.3",20840,"Business Services","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Conduent","4163","-0.068","-118","1412.9",63000,"4140","-0.6","-28","1111.6",60000,"Business Services","Florham Park","NJ","no","40.788164300000000","-74.389164700000000"
"Timken","3513.2","-0.073","284.5","6165.9",17430,"4132.9","17.6","369.1","4539.6",18029,"Industrials","North Canton","OH","no","40.875891000000000","-81.402335600000000"
"Bloomin' Brands","3170.6","-0.234","-158.7","2403.5",77000,"4122.4","30","215.6","1966.6",82000,"Hotels, Restaurants & Leisure","Tampa","FL","no","27.947759500000000","-82.458444000000000"
"CNO Financial Group","3821.1","-0.048","301.8","3245.4",3400,"4122.2","7.9","441","2945.7",3350,"Financials","Carmel","IN","no","39.978801700000000","-86.118925700000000"
"Snap","2506.6","0.461","-944.8","78869.2",3863,"4117","64.2","-488","58458.4",5661,"Technology","Santa Monica","CA","no","34.019470400000000","-118.491227000000000"
"Zoom Video Communications","2651.4","3.258","672.3","94367.7",4422,"4099.9","54.6","1375.6","35066.3",6787,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"Patrick Industries","2486.6","0.064","97.1","2001.2",8700,"4078.1","64","224.9","1408.2",11000,"Materials","Elkhart","IN","no","41.681993500000000","-85.976667100000000"
"Paychex","4040.5","0.071","1098.1","35349.1",15700,"4056.8","0.4","1097.5","49268",15000,"Business Services","Rochester","NY","no","43.157285000000000","-77.615214000000000"
"Atlas Air Worldwide Holdings","3211.1","0.172","360.3","1740.5",4061,"4030.8","25.5","493.3","2523.4",4056,"Transportation","Purchase","NY","no","41.040930500000000","-73.714574600000000"
"Qorvo","3239.1","0.048","334.3","20693.1",7900,"4015.3","24","733.6","13456.4",8750,"Technology","Greensboro","NC","no","36.072635500000000","-79.791975400000000"
"Catalent","3094.3","0.229","220.7","17926.6",13900,"3998","29.2","585","19862.7",17300,"Health Care","Somerset","NJ","no","40.276218900000000","-74.849052800000000"
"Mercury General","3784.5","-0.047","374.6","3367.1",4300,"3993.4","5.5","247.9","3045.4",4300,"Financials","Los Angeles","CA","no","34.053690900000000","-118.242766000000000"
"AMN Healthcare Services","2393.7","0.077","70.7","3477.2",3000,"3984.2","66.4","327.4","4796.1",3800,"Health Care","Dallas","TX","yes","32.776271900000000","-96.796855900000000"
"Tri Pointe Homes","3260.4","0.058","282.2","2430.3",1163,"3982.2","22.1","469.3","2160.1",1390,"Engineering & Construction","Incline Village","NV","no","39.250124600000000","-119.951909000000000"
"ArcBest","2940.2","-0.016","71.1","1787.1",13000,"3980.1","35.4","213.5","1979.7",14000,"Transportation","Fort Smith","AR","yes","60.005852000000000","-111.890259000000000"
"Toro","3378.8","0.077","329.7","11099.9",10385,"3959.6","17.2","409.9","8936.9",10982,"Industrials","Bloomington","MN","no","44.832240500000000","-93.320487200000000"
"Spirit AeroSystems Holdings","3404.8","-0.567","-870.3","5129.7",14500,"3953","16.1","-540.8","5130.6",16100,"Aerospace & Defense","Wichita","KS","no","37.692236100000000","-97.337544800000000"
"Align Technology","2471.9","0.027","1775.9","42854.3",18070,"3952.6","59.9","772","34354.8",22540,"Health Care","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"loanDepot","4443.6","2.028","2013.1","6089.1",11763,"3943.2","-11.3","113.5","1290.3",11307,"Financials","Foothill Ranch","CA","no","37.750118300000000","-121.456047700000000"
"American Water Works","3777","0.046","709","27205.6",7000,"3930","4.1","1263","30085.5",6400,"Energy","Camden","NJ","yes","39.944840200000000","-75.119891100000000"
"Matson","2383.3","0.082","193.1","2897.1",4149,"3925.3","64.7","927.4","4927.5",4259,"Transportation","Honolulu","HI","no","21.304547000000000","-157.855676000000000"
"Diebold Nixdorf","3902.3","-0.115","-269.1","1104.7",22000,"3905.2","0.1","-78.8","531.2",22000,"Technology","Hudson","OH","no","41.240056000000000","-81.440667000000000"
"Marriott Vacations Worldwide","2886","-0.337","-275","7183.2",18000,"3890","34.8","49","6620",20300,"Hotels, Restaurants & Leisure","Orlando","FL","no","28.542110900000000","-81.379030400000000"
"Terex","3082.4","-0.341","-10.6","3212.3",8200,"3886.8","26.1","220.9","2485.5",8600,"Industrials","Norwalk","CT","no","41.117596600000000","-73.407896800000000"
"Sally Beauty Holdings","3514.3","-0.093","113.2","2271",30000,"3875","10.3","239.9","1720.5",29000,"Retailing","Denton","TX","yes","33.215038600000000","-97.133051600000000"
"Meritor","3044","-0.306","245","2134",8600,"3833","25.9","199","2519.4",9600,"Motor Vehicles & Parts","Troy","MI","no","42.605589300000000","-83.149930400000000"
"Ventas","3795.4","-0.02","439.1","19984.3",448,"3828","0.9","49","24676.2",434,"Financials","Chicago","IL","yes","41.875561600000000","-87.624421200000000"
"GoDaddy","3316.7","0.11","-495.1","13201.3",6621,"3815.7","15","242.3","14018.7",6611,"Technology","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"Regal Rexnord","2907","-0.102","189.3","5796.2",23000,"3810.3","31.1","209.9","10002.1",30000,"Industrials","Beloit","WI","no","42.508327200000000","-89.031784000000000"
"Clean Harbors","3144.1","-0.079","134.8","4606.2",13500,"3805.6","21","203.2","6073.8",18300,"Business Services","Norwell","MA","no","42.161768100000000","-70.793930700000000"
"Pinnacle West Capital","3587","0.033","550.6","9167.5",6026,"3803.8","6","618.7","8820",5872,"Energy","Phoenix","AZ","no","33.448436700000000","-112.074141000000000"
"Mueller Industries","2398","-0.013","139.5","2361.7",5007,"3769.3","57.2","468.5","3100.4",5337,"Industrials","Collierville","TN","no","35.042036000000000","-89.664526600000000"
"Wynn Resorts","2095.9","-0.683","-2067.2","14497.8",27500,"3763.7","79.6","-755.8","9243.3",26950,"Hotels, Restaurants & Leisure","Las Vegas","NV","no","36.167255900000000","-115.148516000000000"
"RH","2848.6","0.076","271.8","12526.7",4750,"3758.8","32","688.5","7079",6100,"Retailing","Corte Madera","CA","no","37.925480600000000","-122.527475000000000"
"EPAM Systems","2659.5","0.159","327.2","22285.8",41168,"3758.1","41.3","481.7","16870.7",58824,"Technology","Newtown","PA","no","40.229404600000000","-74.936532900000000"
"M/I Homes","3046.1","0.218","239.9","1719.5",1515,"3745.9","23","396.9","1262.2",1657,"Engineering & Construction","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Generac Holdings","2485.2","0.127","350.6","20584",6625,"3737.2","50.4","550.5","18960.3",9248,"Industrials","Waukesha","WI","no","43.011678400000000","-88.231481300000000"
"Mettler-Toledo International","3085.2","0.025","602.7","26951.7",15700,"3717.9","20.5","769","31220.3",16700,"Technology","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Abercrombie & Fitch","3125.4","-0.137","-114","2131.1",20550,"3712.8","18.8","263","1619.5",19250,"Retailing","New Albany","OH","yes","40.081174500000000","-82.808786400000000"
"Teradyne","3121.5","0.36","784.1","20267.6",5500,"3702.9","18.6","1014.6","19202.6",5900,"Technology","North Reading","MA","no","42.575093900000000","-71.078665300000000"
"American Equity Investment Life Holding","2424.6","-0.3","671.5","3009",656,"3689.5","52.2","474","3869.2",850,"Financials","West Des Moines","IA","no","41.564447600000000","-93.759405900000000"
"Southwest Gas Holdings","3298.9","0.057","232.3","3935.9",11149,"3680.5","11.6","200.8","5233.6",12720,"Energy","Las Vegas","NV","yes","36.167255900000000","-115.148516000000000"
"Pitney Bowes","3554.1","0.022","-181.5","1431",11500,"3673.6","3.4","-1.4","900.1",11500,"Technology","Stamford","CT","no","41.053430200000000","-73.538734100000000"
"Lamb Weston Holdings","3792.4","0.01","365.9","11339.6",7700,"3670.9","-3.2","317.8","8699.1",7800,"Food, Beverages & Tobacco","Eagle","ID","no","43.695442400000000","-116.354013800000000"
"Alliant Energy","3416","-0.064","614","13533.6",3375,"3669","7.4","659","15670.6",3313,"Energy","Madison","WI","no","43.074761000000000","-89.383761300000000"
"Resolute Forest Products","2800","-0.042","10","884.9",7100,"3664","30.9","307","991.7",6900,"Materials","Calhoun","TN","no","35.296462000000000","-84.747996200000000"
"Parsons","3918.9","-0.009","98.5","4139.5",15500,"3660.8","-6.6","64.1","4012",15500,"Aerospace & Defense","Centreville","VA","yes","38.840390900000000","-77.428876900000000"
"Trimble","3147.7","-0.036","389.9","19551.9",11402,"3659.1","16.2","492.7","18122.7",11931,"Technology","Sunnyvale","CA","no","37.368830100000000","-122.036349000000000"
