"Company","Revenue_2021","Revenue%change_2021","Profits_in_millions_2021","Market_value_2021","Employees_2021","Revenue_2022","Revenue%change_2022","Profits_in_millions_2022","Market_value_2022","Employees_2022","Sector","City","State","Ceo_woman","lat","long"
"Kimberly-Clark","19140","0.037","2352","46999.8",46000,"19440","1.6","1814","41496.1",45000,"Household Products","Irving","TX","no","32.829518300000000","-96.944217700000000"
"Kohl's","15955","-0.201","-163","9394.1",73000,"19433","21.8","938","7774.6",67000,"Retailing","Menomonee Falls","WI","yes","43.179076800000000","-88.117078400000000"
"BlackRock","16205","0.115","4932","115079.8",16500,"19374","19.6","5901","116186.2",18400,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Jones Lang LaSalle","16589.9","-0.077","402.5","9150.9",90800,"19367","16.7","961.6","11945.5",98200,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Lear","17045.5","-0.14","158.5","10895.8",174600,"19263.1","13","373.9","8513.1",160100,"Motor Vehicles & Parts","Southfield","MI","no","42.473368900000000","-83.221873100000000"
"Lincoln National","17439","0.01","499","11953.2",10966,"19230","10.3","1405","11271.6",10848,"Financials","Radnor","PA","yes","40.046300100000000","-75.359548700000000"
"Charles Schwab","12109","0.027","3299","122691.2",32000,"18996","56.9","5855","159675.9",33400,"Financials","Westlake","TX","no","32.991226000000000","-97.194370100000000"
"Ross Stores","12531.6","-0.219","85.4","42750.7",93700,"18916.2","50.9","1722.6","31741.7",100000,"Retailing","Dublin","CA","yes","37.702152100000000","-121.935791800000000"
"Mastercard","15301","-0.094","6411","353686.7",21000,"18884","23.4","8687","349330.5",24000,"Business Services","Purchase","NY","no","41.040930500000000","-73.714574600000000"
"Genuine Parts","17384.4","-0.104","-29.1","16691.8",50000,"18870.5","8.5","898.8","17888.1",52000,"Wholesalers","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"WestRock","17578.8","-0.039","-690.9","13716.1",49300,"18746.1","6.6","838.3","12379",49900,"Materials","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"EOG Resources","11032","-0.365","-604.6","42331.9",2900,"18642","69","4664","69796",2800,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Cognizant Technology Solutions","16652","-0.008","1392","41451.6",289500,"18507","11.1","2137","47035",330600,"Technology","Teaneck","NJ","no","40.886016400000000","-74.007256800000000"
"Steel Dynamics","9601.5","-0.083","550.8","10721.5",9625,"18408.9","91.7","3214.1","15811.5",10640,"Materials","Fort Wayne","IN","no","41.079989800000000","-85.138601500000000"
"Texas Instruments","14461","0.005","5595","174439.3",30000,"18344","26.9","7769","169329.6",31000,"Technology","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Emerson Electric","16785","-0.086","1965","54134.7",83500,"18236","8.6","2303","58241.7",86700,"Industrials","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"WESCO International","12326","0.475","100.6","4340.5",18000,"18217.5","47.8","465.4","6598.5",18000,"Wholesalers","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"General Mills","17626.6","0.045","2181.2","37403.4",35000,"18127","2.8","2339.8","40781.8",35000,"Food, Beverages & Tobacco","Minneapolis","MN","no","44.977299500000000","-93.265469200000000"
"Tenneco","15379","-0.119","-1521","875.7",73000,"18035","17.3","35","1523",71000,"Motor Vehicles & Parts","Lake Forest","IL","no","42.258646100000000","-87.840705500000000"
"Waste Management","15218","-0.015","1496","54451.7",48250,"17931","17.8","1816","65802.8",48500,"Business Services","Houston","TX","no","29.758938200000000","-95.367697400000000"
"DISH Network","15493.4","0.21","1762.7","19048.2",13500,"17881.1","15.4","2410.6","16743.1",14500,"Telecommunications","Englewood","CO","no","39.648205900000000","-104.987964100000000"
"L3Harris Technologies","18194","0.415","1119","41664.1",48000,"17814","-2.1","1846","47969.6",47000,"Aerospace & Defense","Melbourne","FL","no","28.106471000000000","-80.637151300000000"
"DXC Technology","19577","-0.076","-5369","7958.6",138000,"17729","-9.4","-149","7977.3",134000,"Technology","Tysons","VA","no","38.918592000000000","-77.231472300000000"
"Block","9497.6","1.015","213.1","103220.3",5477,"17661.2","86","166.3","78655.9",8521,"Business Services","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Goodyear Tire & Rubber","12321","-0.164","-1254","4099.1",62000,"17478","41.9","764","4029.3",72000,"Motor Vehicles & Parts","Akron","OH","no","41.083064000000000","-81.518485000000000"
"Uber Technologies","11139","-0.213","-6768","101438",22800,"17455","56.7","-496","69753",29300,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Colgate-Palmolive","16471","0.05","2695","66810.3",34200,"17421","5.8","2166","63742.2",33800,"Household Products","New York","NY","no","40.712728100000000","-74.006015200000000"
"Stanley Black & Decker","14534.6","0.006","1233.8","32152.4",58350,"17252.7","18.7","1689.2","22843.3",71300,"Household Products","New Britain","CT","no","41.661210400000000","-72.779541900000000"
"DuPont","20397","-0.052","-2951","41308.1",34000,"17160","-15.9","6467","37739.7",28000,"Chemicals","Wilmington","DE","no","39.745946800000000","-75.546589000000000"
"Stryker","14351","-0.036","1599","91665.1",43000,"17108","19.2","1994","100978.1",46000,"Health Care","Kalamazoo","MI","no","42.291707000000000","-85.587228600000000"
"NextEra Energy","17997","-0.063","2919","148304.9",14900,"17069","-5.2","3573","166264.1",15000,"Energy","Juno Beach","FL","no","26.881547500000000","-80.053925300000000"
"Targa Resources","8260.3","-0.047","-1553.9","7259.8",2372,"16949.8","105.2","71.2","17243.8",2430,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Western Digital","16736","0.01","-250","20432",63800,"16922","1.1","821","15536.4",65600,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"PPG Industries","13834","-0.087","1059","35603.6",46900,"16802","21.5","1439","30951.9",49300,"Chemicals","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"American Electric Power","14918.5","-0.041","2200.1","42067.3",16787,"16792","12.6","2488.1","50338.6",16688,"Energy","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Gap","13800","-0.158","-665","11164.9",117000,"16670","20.8","256","5206.6",97000,"Retailing","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Reinsurance Group of America","14596","0.021","415","8568",3600,"16658","14.1","617","7354.6",3500,"Financials","Chesterfield","MO","yes","38.661953000000000","-90.564325800000000"
"Kinder Morgan","11700","-0.114","119","37703.1",10524,"16610","42","1784","42878.1",10529,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Oneok","8542.2","-0.16","612.8","22542.9",2886,"16540.3","93.6","1499.7","31516",2847,"Energy","Tulsa","OK","no","36.156312200000000","-95.992751600000000"
"Expeditors Intl. of Washington","10116.5","0.237","696.1","18166.7",17480,"16523.5","72.4","1415.5","17268.8",19070,"Transportation","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"Advanced Micro Devices","9763","0.45","2490","95346.7",12600,"16434","68.3","3162","177936.1",15500,"Technology","Santa Clara","CA","yes","37.354113200000000","-121.955174000000000"
"Fiserv","14852","0.458","958","79692.5",44000,"16226","9.3","1334","66132.8",44000,"Business Services","Brookfield","WI","no","43.057847900000000","-88.126198400000000"
"Estée Lauder","14294","-0.038","684","105508.6",48000,"16215","13.4","2870","97672.1",53320,"Household Products","New York","NY","no","40.712728100000000","-74.006015200000000"
"Bank of New York Mellon","16940","-0.186","3617","41471",48500,"16158","-4.6","3759","40056.7",49100,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Laboratory Corp. of America","13978.5","0.21","1556.1","24890.9",68780,"16120.9","15.3","2377.3","24625.8",71725,"Health Care","Burlington","NC","no","36.095691800000000","-79.437799100000000"
"Regeneron Pharmaceuticals","8497.1","0.081","3513.2","50688.4",9123,"16071.7","89.1","8075.3","75806",10368,"Health Care","Tarrytown","NY","no","41.076207700000000","-73.858746100000000"
"Cheniere Energy","9358","-0.038","-85","18256.6",1519,"15864","69.5","-2343","35272.3",1550,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Southwest Airlines","9048","-0.597","-3074","36066.8",56537,"15790","74.5","977","27129.3",55093,"Transportation","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Adobe","12868","0.152","5260","227226.9",22516,"15785","22.7","4822","215280.5",25988,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"Synchrony Financial","16472","-0.154","1385","23740.6",16500,"15752","-4.4","4221","18145.5",18000,"Financials","Stamford","CT","no","41.053430200000000","-73.538734100000000"
"Corteva","14217","0.027","681","34528.5",21000,"15655","10.1","1759","41774.9",21000,"Food, Beverages & Tobacco","Indianapolis","IN","no","39.768333100000000","-86.158350200000000"
"Fidelity National Financial","10778","0.273","1427","11838.9",27058,"15643","45.1","2422","13849.6",28290,"Financials","Jacksonville","FL","no","30.332183800000000","-81.655651000000000"
"DTE Energy","12177","-0.039","1368","25792.8",10600,"15369","26.2","907","25614.6",10300,"Energy","Detroit","MI","no","42.331550900000000","-83.046640300000000"
"Murphy USA","9504.3","-0.215","386.1","3900.8",7400,"15318.8","61.2","396.9","4888.6",10430,"Retailing","El Dorado","AR","no","33.211508700000000","-92.665014400000000"
"Halliburton","14445","-0.355","-2945","19070.1",40000,"15295","5.9","1457","34028.9",40000,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Automatic Data Processing","14589.8","0.029","2466.5","80653.9",58000,"15005.4","2.8","2598.5","95577.1",56000,"Business Services","Roseland","NJ","no","40.820655500000000","-74.293759500000000"
"Edison International","13578","0.1","739","22229.3",13209,"14905","9.8","759","26693.8",13003,"Energy","Rosemead","CA","no","34.067616900000000","-118.087976300000000"
"Nordstrom","10715","-0.31","-690","5974.8",62000,"14789","38","178","4321.3",72000,"Retailing","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"Loews","12583","-0.157","-931","13698.3",12200,"14657","16.5","1578","15971.3",10340,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Pioneer Natural Resources","6685","-0.283","-200","34397.3",1853,"14643","119","2118","60728.3",1932,"Energy","Irving","TX","no","32.829518300000000","-96.944217700000000"
"AutoZone","12632","0.065","1733","30946.3",80000,"14629.6","15.8","2170.3","40582.6",85050,"Retailing","Memphis","TN","no","35.146024900000000","-90.051763800000000"
"Lam Research","10044.7","0.041","2251.8","85064.7",11300,"14626.2","45.6","3908.5","74996.7",14100,"Technology","Fremont","CA","no","37.548269700000000","-121.988571000000000"
"Illinois Tool Works","12574","-0.109","2109","70106.7",43000,"14455","15","2694","65311.9",45000,"Industrials","Glenview","IL","no","42.070066200000000","-87.811404400000000"
"Parker-Hannifin","13695.5","-0.044","1206.3","40716.1",50520,"14347.6","4.8","1746.1","36456.8",54640,"Industrials","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"Omnicom Group","13171.1","-0.119","945.4","15946.2",64100,"14289.4","8.5","1407.8","17565.7",71700,"Business Services","New York","NY","no","40.712728100000000","-74.006015200000000"
"Principal Financial","14741.7","-0.091","1395.8","16345.9",17400,"14262.7","-3.2","1710.6","19176.7",18600,"Financials","Des Moines","IA","no","41.591032300000000","-93.604665500000000"
"Dominion Energy","16128","-0.027","-401","61224",17300,"14218","-11.8","3288","68883",17100,"Energy","Richmond","VA","no","37.538508700000000","-77.434280000000000"
"Kellogg","13770","0.014","1251","21544.5",31000,"14181","3","1488","21890.2",31000,"Food, Beverages & Tobacco","Battle Creek","MI","no","42.319254800000000","-85.182426900000000"
"Fluor","15884.2","-0.096","-435","3252.4",43717,"14156.8","-10.9","-440.2","4051.7",40582,"Engineering & Construction","Irving","TX","no","32.829518300000000","-96.944217700000000"
"AECOM","16390.8","-0.188","-186.4","9469.8",54000,"14112.4","-13.9","173.2","10856.5",51000,"Engineering & Construction","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Reliance Steel & Aluminum","8811.9","-0.197","369.1","9685.9",13000,"14093.3","59.9","1413","11313.5",13950,"Materials","Los Angeles","CA","no","34.053690900000000","-118.242766000000000"
"Jacobs Engineering Group","13578.2","-0.122","491.8","16816.2",53500,"14092.6","3.8","477","17807.4",53500,"Engineering & Construction","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Corning","11303","-0.017","512","33466.3",50110,"14082","24.6","1906","31212.8",61200,"Industrials","Corning","NY","no","42.143525700000000","-77.054340800000000"
"Qurate Retail","14177","0.053","1204","4880.5",26424,"14044","-0.9","340","1807.4",26745,"Retailing","Englewood","CO","no","39.648205900000000","-104.987964100000000"
"PulteGroup","11036.1","0.081","1406.8","13869.1",5249,"13926.9","26.2","1946.3","10115.7",6182,"Engineering & Construction","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Fidelity National Information Services","12552","0.215","158","87336.9",62000,"13877","10.6","417","61215.1",65000,"Business Services","Jacksonville","FL","no","30.332183800000000","-81.655651000000000"
"IQVIA Holdings","11359","0.024","279","37034.4",70000,"13874","22.1","966","44140.8",79000,"Health Care","Durham","NC","no","35.996653000000000","-78.901805300000000"
"Marriott International","10571","-0.496","-267","48220.2",121000,"13857","31.1","1099","57514.9",120000,"Hotels, Restaurants & Leisure","Bethesda","MD","no","38.981409300000000","-77.117853800000000"
"Berry Global Group","11709","0.319","559","8221.1",47000,"13850","18.3","733","7832.4",47000,"Materials","Evansville","IN","no","37.970495000000000","-87.571564100000000"
"Ball","11781","0.027","585","27800.5",21500,"13811","17.2","878","28909.1",24300,"Materials","Westminster","CO","no","39.836652800000000","-105.037204600000000"
"Group 1 Automotive","10851.8","-0.099","286.5","2855.3",12337,"13801.7","27.2","552.1","2859.9",13711,"Retailing","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Leidos Holdings","12297","0.108","628","13608.8",39000,"13737","11.7","753","14727.7",43000,"Technology","Reston","VA","no","38.958373700000000","-77.357980500000000"
"Wayfair","14145.2","0.55","185","32644.7",16122,"13708","-3.1","-131","11641.6",16681,"Retailing","Boston","MA","no","42.355433400000000","-71.060511000000000"
"Consolidated Edison","12246","-0.026","1101","25613",14071,"13676","11.7","1346","33525.3",13871,"Energy","New York","NY","no","40.712728100000000","-74.006015200000000"
"Ameriprise Financial","11958","-0.087","1534","27103.5",12300,"13443","12.4","2760","33213",12000,"Financials","Minneapolis","MN","no","44.977299500000000","-93.265469200000000"
"O'Reilly Automotive","11604.5","0.143","1752.3","35460.8",70179,"13327.6","14.8","2164.7","45410.4",76158,"Retailing","Springfield","MO","no","37.196829800000000","-93.294657600000000"
"Global Partners","8321.6","-0.364","102.2","726.1",2958,"13248.3","59.2","60.8","927.1",2960,"Wholesalers","Waltham","MA","no","42.375640100000000","-71.235800400000000"
"Discover Financial Services","12953","-0.074","1141","29099.7",17600,"13221","2.1","5449","31076.7",16700,"Financials","Riverwoods","IL","no","42.167606800000000","-87.897098600000000"
"Rocket Companies","15980.7","2.043","198","45821",24000,"13175.6","-17.6","308.2","21905.9",26000,"Financials","Detroit","MI","no","42.331550900000000","-83.046640300000000"
"LKQ","11628.8","-0.07","638.4","12801.2",44000,"13088.5","12.6","1090.9","12941.4",46000,"Wholesalers","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"W.W. Grainger","11797","0.027","695","20985.1",22450,"13022","10.4","1043","26358",23450,"Wholesalers","Lake Forest","IL","no","42.258646100000000","-87.840705500000000"
"Quanta Services","11202.7","-0.075","445.6","12173.4",35800,"12980.2","15.9","486","18779.5",43700,"Engineering & Construction","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Crown Holdings","11575","-0.008","579","13091.9",33264,"12979","12.1","-560","15460.6",26000,"Materials","Yardley","PA","no","40.245664000000000","-74.845997200000000"
"Fox","12303","0.08","999","21022.2",9000,"12909","4.9","2150","21423.2",9000,"Media","New York","NY","no","40.712728100000000","-74.006015200000000"
"Markel","9735.1","0.022","816","15699.6",18900,"12846.4","32","2425","20037.5",20300,"Financials","Glen Allen","VA","no","37.665978100000000","-77.506374000000000"
"Carvana","5586.6","0.418","-171.1","45475.4",10400,"12814","129.4","-135","19549.5",21000,"Retailing","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"XPO Logistics","16252","-0.024","110","12601.7",119750,"12806","-21.2","336","8356.9",44700,"Transportation","Greenwich","CT","no","41.026486200000000","-73.628459800000000"
"Baxter International","11673","0.027","1102","42656.8",50000,"12784","9.5","1284","39017.9",60000,"Health Care","Deerfield","IL","no","42.171136500000000","-87.844511900000000"
"Ecolab","12748.7","-0.145","-1205.1","61240.7",44000,"12733.1","-0.1","1129.9","50548.4",47000,"Chemicals","St. Paul","MN","no","44.949748700000000","-93.093102800000000"
"Tractor Supply","10620.4","0.272","749","20576.8",32000,"12731.1","19.9","997.1","26171.6",34000,"Retailing","Brentwood","TN","no","36.032568700000000","-86.782523500000000"
"Andersons","8208.4","0.005","7.7","921.9",2294,"12728.8","55.1","104","1708.2",2334,"Food, Beverages & Tobacco","Maumee","OH","no","41.562829400000000","-83.653824400000000"
"Keurig Dr Pepper","11618","0.045","1325","48367.8",27000,"12683","9.2","2146","53748.2",27500,"Food, Beverages & Tobacco","Burlington","MA","no","42.504816700000000","-71.195611100000000"
"Universal Health Services","11558.9","0.016","944","11350.6",78550,"12642.1","9.4","991.6","10843.1",78850,"Health Care","King of Prussia","PA","no","40.090811100000000","-75.383248400000000"
"CSX","10583","-0.113","2765","73230.6",19282,"12522","18.3","3781","81587.8",20919,"Transportation","Jacksonville","FL","no","30.332183800000000","-81.655651000000000"
"Henry Schein","10119.1","-0.018","403.8","9850.7",19000,"12401","22.6","631.2","11960.1",21600,"Health Care","Melville","NY","no","40.793432200000000","-73.415121400000000"
"Sonic Automotive","9767","-0.066","-51.4","2038",8100,"12396.4","26.9","348.9","1728.8",10200,"Retailing","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"eBay","11351","0.051","5667","41670.5",12700,"12394","9.2","13608","33641.9",10800,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"Textron","11651","-0.145","309","12726",33000,"12382","6.3","746","16090.6",33000,"Aerospace & Defense","Providence","RI","no","41.823989100000000","-71.412834300000000"
"Community Health Systems","11789","-0.108","511","1752.4",62500,"12368","4.9","230","1598.6",58500,"Health Care","Franklin","TN","no","35.925206000000000","-86.868941900000000"
"Mosaic","8681.7","-0.025","666.1","11983.1",12617,"12357.4","42.3","1630.6","24492.6",12525,"Chemicals","Tampa","FL","no","27.947759500000000","-82.458444000000000"
"Thor Industries","8167.9","0.039","223","7460",22250,"12317.4","50.8","659.9","4330.9",31000,"Motor Vehicles & Parts","Elkhart","IN","no","41.681993500000000","-85.976667100000000"
"Dick's Sporting Goods","9584","0.095","530.3","6798.8",33450,"12293.4","28.3","1519.9","7986.6",34300,"Retailing","Coraopolis","PA","yes","40.518401300000000","-80.166724700000000"
"Newmont","11497","0.18","2829","48282.7",14300,"12222","6.3","1166","62968.1",14400,"Energy","Denver","CO","no","39.739236400000000","-104.984862000000000"
"Devon Energy","5091","-0.309","-2680","14707.2",1400,"12206","139.8","2813","39274.1",1600,"Energy","Oklahoma City","OK","no","35.472988600000000","-97.517053600000000"
"J.B. Hunt Transport Services","9636.6","0.051","506","17765.8",30309,"12168.3","26.3","760.8","21052.9",33045,"Transportation","Lowell","AR","no","36.255354300000000","-94.130758700000000"
"Alcoa","9286","-0.11","-170","6053.6",12900,"12152","30.9","429","16603.4",12200,"Materials","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"Aramark","12829.6","-0.209","-461.5","9595.3",209325,"12096","-5.7","-90.8","9655.5",248300,"Business Services","Philadelphia","PA","no","39.952723700000000","-75.163526200000000"
"Vistra","11443","-0.031","636","8512",5365,"12077","5.5","-1274","10434.7",5060,"Energy","Irving","TX","no","32.829518300000000","-96.944217700000000"
"State Street","12078","-0.08","2420","29553.6",39439,"12030","-0.4","2693","31891.8",38784,"Financials","Boston","MA","no","42.355433400000000","-71.060511000000000"
"Unum Group","13162.1","0.097","793","5669.8",10500,"12013.8","-8.7","824.2","6382.8",10200,"Financials","Chattanooga","TN","no","35.045721900000000","-85.309488300000000"
"Alleghany","8896.7","-0.016","101.8","8750.3",10407,"12004.1","34.9","1034.9","11396.1",13313,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Boston Scientific","9913","-0.077","-82","54903",38000,"11888","19.9","1041","63310.2",41000,"Health Care","Marlborough","MA","no","42.345927100000000","-71.552287400000000"
"Entergy","10113.6","-0.07","1388.3","20000.3",13400,"11742.9","16.1","1118.5","23760.4",12369,"Energy","New Orleans","LA","no","29.975998300000000","-90.078212700000000"
"International Flavors & Fragrances","5084.2","-0.011","363.2","34741.5",13700,"11656","129.3","270","33455.6",24000,"Chemicals","New York","NY","no","40.712728100000000","-74.006015200000000"
"DaVita","11550.6","-0.181","773.6","11790",67000,"11618.8","0.6","978.5","10892.5",69000,"Health Care","Denver","CO","no","39.739236400000000","-104.984862000000000"
"Assurant","10094.8","0.001","441.8","8208.9",13850,"11410","13","1372.4","10493.1",15600,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Liberty Media","9363","-0.09","-1421","14919.2",7047,"11400","21.8","398","15239.1",6886,"Media","Englewood","CO","no","39.648205900000000","-104.987964100000000"
"Hormel Foods","9608.5","0.012","908.1","25808.3",19100,"11386.2","18.5","908.8","28089.2",20000,"Food, Beverages & Tobacco","Austin","MN","no","43.668092800000000","-92.974489600000000"
"Icahn Enterprises","6123","-0.319","-1653","12964.7",23833,"11328","85","-518","15237.1",19536,"Financials","Sunny Isles Beach","FL","no","25.942691500000000","-80.121848600000000"
"Republic Services","10153.6","-0.014","967.2","31682.5",35000,"11295","11.2","1290.4","41841.7",35000,"Business Services","Phoenix","AZ","no","33.448436700000000","-112.074141000000000"
"Mohawk Industries","9552.2","-0.042","515.6","13505.2",42000,"11200.6","17.3","1033.2","8081.8",43000,"Household Products","Calhoun","GA","no","34.502587000000000","-84.951054200000000"
"Conagra Brands","11054.4","0.159","840.1","18370.6",16500,"11184.7","1.2","1298.8","16103.5",18600,"Food, Beverages & Tobacco","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Norfolk Southern","9789","-0.133","2013","67418",20156,"11142","13.8","3005","68389.3",18100,"Transportation","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"AES","9660","-0.052","46","18180.2",8162,"11141","15.3","-409","17172.1",8450,"Energy","Arlington","VA","no","38.890396100000000","-77.084158500000000"
"AGCO","9149.7","0.012","427.1","10815.9",21426,"11138.3","21.7","897","10885.3",23300,"Industrials","Duluth","GA","no","34.002856900000000","-84.144104600000000"
"Caesars Entertainment","3474","0.374","-1757","18213.9",21000,"11110","219.8","-1019","16564.6",49000,"Hotels, Restaurants & Leisure","Reno","NV","no","39.526120600000000","-119.812658100000000"
"Equitable Holdings","12415","0.294","-648","14207.5",12400,"11036","-11.1","-439","12041.2",10000,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Advance Auto Parts","10106.3","0.041","493","12006.1",54000,"10998","8.8","616.1","12644.8",54500,"Retailing","Raleigh","NC","no","35.780397700000000","-78.639098900000000"
"Biogen","13444.6","-0.065","4000.6","42615.9",9100,"10981.7","-18.3","1556.1","30950.4",9610,"Health Care","Cambridge","MA","no","42.365576700000000","-71.104001800000000"
"Booking Holdings","6796","-0.549","59","95434.4",20199,"10958","61.2","1165","96022.7",20199,"Technology","Norwalk","CT","no","41.117596600000000","-73.407896800000000"
"Amphenol","8598.9","0.045","1203.4","39526.2",80000,"10876.3","26.5","1590.8","45130.1",90000,"Technology","Wallingford","CT","no","41.457041800000000","-72.823155200000000"
"Quest Diagnostics","9437","0.221","1431","17127.6",44500,"10788","14.3","1995","16348.6",44500,"Health Care","Secaucus","NJ","no","40.789929100000000","-74.056673500000000"
"FirstEnergy","10435","-0.038","1079","18871.6",12153,"10758","3.1","1283","26181.6",12395,"Energy","Akron","OH","no","41.083064000000000","-81.518485000000000"
"DCP Midstream","6302","-0.174","-306","4513.1",1837,"10707","69.9","391","6993.2",1788,"Energy","Denver","CO","no","39.739236400000000","-104.984862000000000"
"Ally Financial","10780","-0.072","1085","16875.6",9500,"10690","-0.8","3060","14411.6",10500,"Financials","Detroit","MI","no","42.331550900000000","-83.046640300000000"
"Delek US Holdings","7301.8","-0.215","-608","1609",3532,"10648.2","45.8","-203.5","1500.2",3312,"Energy","Brentwood","TN","no","36.032568700000000","-86.782523500000000"
"Williams","7719","-0.059","211","28777.6",4739,"10627","37.7","1517","40670.4",4783,"Energy","Tulsa","OK","no","36.156312200000000","-95.992751600000000"
"Newell Brands","9385","-0.069","-770","11390.4",31000,"10589","12.8","572","8902.4",32000,"Household Products","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Eastman Chemical","8473","-0.086","478","15033.2",14500,"10476","23.6","857","14450.1",14000,"Chemicals","Kingsport","TN","no","36.550238000000000","-82.559429300000000"
"Air Products & Chemicals","8856.3","-0.007","1886.7","62254",19138,"10323","16.6","2099.1","55409.4",20750,"Chemicals","Allentown","PA","no","40.602205900000000","-75.471279400000000"
"Molson Coors Beverage","9654","-0.087","-949","11118.2",17000,"10279.7","6.5","1005.7","11631.8",16300,"Food, Beverages & Tobacco","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Interpublic Group","9061","-0.114","351.1","11407.8",50200,"10240.7","13","952.8","13965.9",55600,"Business Services","New York","NY","no","40.712728100000000","-74.006015200000000"
"Weyerhaeuser","7532","0.149","797","26655.3",9372,"10201","35.4","2607","28315",9214,"Materials","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"Altice USA","9894.6","0.014","436.2","15393.7",8900,"10090.8","2","990.3","5674.1",9000,"Telecommunications","Long Island City","NY","no","40.745531600000000","-73.948499500000000"
"Raymond James Financial","8168","0.018","818","16877.9",14800,"9910","21.3","1403","22817.5",15000,"Financials","St. Petersburg","FL","no","27.770047500000000","-82.635907800000000"
"EMCOR Group","8797.1","-0.041","132.9","6146",33000,"9903.6","12.6","383.5","5931.8",34000,"Engineering & Construction","Norwalk","CT","no","41.117596600000000","-73.407896800000000"
"Eversource Energy","8904.4","0.044","1205.2","29728.2",9299,"9863.1","10.8","1220.5","30403.2",9227,"Energy","Springfield","MA","no","42.101876400000000","-72.588672700000000"
"Yum China Holdings","8263","-0.058","784","24892.3",271000,"9853","19.2","990","17679",298500,"Hotels, Restaurants & Leisure","Plano","TX","yes","33.013676400000000","-96.692509600000000"
"Asbury Automotive Group","7131.8","-0.011","254.4","3798.1",7750,"9837.7","37.9","532.4","3714.8",14200,"Retailing","Duluth","GA","no","34.002856900000000","-84.144104600000000"
"Owens & Minor","8706.9","-0.098","29.9","2763",18800,"9785.3","12.4","221.6","3375.6",17300,"Health Care","Mechanicsville","VA","no","37.603969400000000","-77.371732100000000"
"Public Service Enterprise Group","9603","-0.047","1905","30411.7",12788,"9722","1.2","-648","35145.5",12684,"Energy","Newark","NJ","no","40.735657000000000","-74.172366700000000"
"United Rentals","8530","-0.088","890","23819",18250,"9716","13.9","1386","25643.3",20400,"Business Services","Stamford","CT","no","41.053430200000000","-73.538734100000000"
"MGM Resorts International","5162.1","-0.6","-1032.7","18805.2",48500,"9680.1","87.5","1254.4","18257.9",60500,"Hotels, Restaurants & Leisure","Las Vegas","NV","no","36.167255900000000","-115.148516000000000"
"Ryder System","8420.1","-0.057","-122.3","4072",39000,"9663","14.8","519","4055.4",42800,"Transportation","Miami","FL","no","25.774172800000000","-80.193620000000000"
"Intuit","7679","0.132","1826","104897.1",11950,"9633","25.4","2062","135987.6",17350,"Technology","Mountain View","CA","no","49.133333000000000","-113.600000000000000"
"Cincinnati Financial","7536.3","-0.049","1216.4","16601.6",5266,"9629.7","27.8","2945.6","21813.3",5166,"Financials","Fairfield","OH","no","39.345895300000000","-84.560503100000000"
